,atu,id,language,level_1,level_2,title
916,610,1575,Danish,Tales of Magic,Magic Objects,Den fugl Grif
917,610,1578,English,Tales of Magic,Magic Objects,The griffin
918,610,1579,German,Tales of Magic,Magic Objects,Der Vogel Greif
919,UNKNOWN,1583,Spanish,UNKNOWN,UNKNOWN,El fornido Juan
920,UNKNOWN,1584,Danish,UNKNOWN,UNKNOWN,Den stærke Hans
921,UNKNOWN,1585,Polish,UNKNOWN,UNKNOWN,Silny Hans
922,UNKNOWN,1587,English,UNKNOWN,UNKNOWN,Strong Hans
923,UNKNOWN,1589,German,UNKNOWN,UNKNOWN,Der starke Hans
924,802,1593,Spanish,Religious Tales,Heaven,"El pobre campesino, en el cielo"
925,802,1594,Danish,Religious Tales,Heaven,Bonden i himlen
926,802,1597,English,Religious Tales,Heaven,The peasant in heaven
927,802,1598,French,Religious Tales,Heaven,Le petit paysan au ciel
928,802,1599,German,Religious Tales,Heaven,Das Bürle im Himmel
929,1430,1603,Spanish,Anecdotes and Jokes,Stories about Married Couples,"Elisa, la flaca"
930,1430,1604,Danish,Anecdotes and Jokes,Stories about Married Couples,Den magre Lise
931,1430,1607,English,Anecdotes and Jokes,Stories about Married Couples,Lean Lisa
932,1430,1609,German,Anecdotes and Jokes,Stories about Married Couples,Die hagere Liese
933,431,1613,Spanish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,La casa del bosque
934,431,1614,Danish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Huset i skoven
935,431,1617,Polish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,The hut in the forest
936,431,1619,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Das Waldhaus
937,UNKNOWN,1623,Spanish,UNKNOWN,UNKNOWN,Hay que compartir las penas y las alegrías
938,UNKNOWN,1624,Danish,UNKNOWN,UNKNOWN,At dele ondt og godt
939,UNKNOWN,1627,English,UNKNOWN,UNKNOWN,Sharing joy and sorrow
940,UNKNOWN,1629,German,UNKNOWN,UNKNOWN,Lieb und Leid teilen
941,221,1633,Spanish,Animal Tales,Other Animals and Objects,El reyezuelo
942,221,1634,Danish,Animal Tales,Other Animals and Objects,Gærdesmutten
943,221,1637,Polish,Animal Tales,Other Animals and Objects,The willow-wren
944,221,1638,French,Animal Tales,Other Animals and Objects,Le roitelet
945,221,1639,German,Animal Tales,Other Animals and Objects,Der Zaunkönig
946,UNKNOWN,1643,Spanish,UNKNOWN,UNKNOWN,La platija
947,UNKNOWN,1644,Danish,UNKNOWN,UNKNOWN,Flynderen
948,UNKNOWN,1647,Polish,UNKNOWN,UNKNOWN,The sole
949,UNKNOWN,1649,German,UNKNOWN,UNKNOWN,Die Scholle
950,2075,1652,Spanish,Formula Tales,Cumulative Tales,El alcaraván y la abubilla
951,2075,1653,Danish,Formula Tales,Cumulative Tales,Rørdrummen og hærfuglen
952,2075,1656,Polish,Formula Tales,Cumulative Tales,The bittern and the hoopoe
953,2075,1658,German,Formula Tales,Cumulative Tales,Rohrdommel und Wiedehopf
954,1281,1662,Spanish,Anecdotes and Jokes,Stories about a Fool,El búho
955,1281,1663,Danish,Anecdotes and Jokes,Stories about a Fool,Uglen
956,1281,1664,Polish,Anecdotes and Jokes,Stories about a Fool,Sowa
957,1281,1666,English,Anecdotes and Jokes,Stories about a Fool,The owl
958,1281,1668,German,Anecdotes and Jokes,Stories about a Fool,Die Eule
959,UNKNOWN,1672,Spanish,UNKNOWN,UNKNOWN,La luna
960,UNKNOWN,1673,Danish,UNKNOWN,UNKNOWN,Månen
961,UNKNOWN,1674,Polish,UNKNOWN,UNKNOWN,Księżyc
962,UNKNOWN,1676,English,UNKNOWN,UNKNOWN,The moon
963,UNKNOWN,1677,French,UNKNOWN,UNKNOWN,La lune
964,UNKNOWN,1678,German,UNKNOWN,UNKNOWN,Der Mond
965,173,1682,Spanish,Animal Tales,Wild Animals and Humans,La duración de la vida
966,173,1683,Danish,Animal Tales,Wild Animals and Humans,Levetiden
967,173,1684,Polish,Animal Tales,Wild Animals and Humans,Czas żywota
968,173,1686,English,Animal Tales,Wild Animals and Humans,The duration of life
969,173,1687,French,Animal Tales,Wild Animals and Humans,Le temps de la vie
970,173,1688,German,Animal Tales,Wild Animals and Humans,Die Lebenszeit
971,UNKNOWN,1692,Spanish,UNKNOWN,UNKNOWN,Los mensajeros de la muerte
972,UNKNOWN,1693,Danish,UNKNOWN,UNKNOWN,Dødens sendebud
973,UNKNOWN,1694,Polish,UNKNOWN,UNKNOWN,Posłańcy śmierci
974,UNKNOWN,1697,German,UNKNOWN,UNKNOWN,Die Boten des Todes
975,801,1701,Spanish,Religious Tales,Heaven,Cascarrabias
976,801,1702,Danish,Religious Tales,Heaven,Mester Syl
977,801,1705,French,Religious Tales,Heaven,Maître Poinçon
978,801,1706,German,Religious Tales,Heaven,Meister Pfriem
979,923,1709,Italian,Realistic Tales,Clever Acts and Words,La guardiana delle oche alla fonte
980,923,1710,Spanish,Realistic Tales,Clever Acts and Words,La pastora de ocas en la fuente
981,923,1711,Danish,Realistic Tales,Clever Acts and Words,Gåsevogtersken ved brønden
982,923,1712,Polish,Realistic Tales,Clever Acts and Words,Gęsiareczka w studni
983,923,1714,English,Realistic Tales,Clever Acts and Words,The goose-girl at the well
984,923,1715,German,Realistic Tales,Clever Acts and Words,Die Gänsehirtin am Brunnen
985,UNKNOWN,1718,Spanish,UNKNOWN,UNKNOWN,Los desiguales hijos de Eva
986,UNKNOWN,1719,Danish,UNKNOWN,UNKNOWN,Evas børn
987,UNKNOWN,1721,German,UNKNOWN,UNKNOWN,Die ungleichen Kinder Evas
988,316,1724,Spanish,Tales of Magic,Supernatural Adversaries,La ondina del estanque
989,316,1725,Danish,Tales of Magic,Supernatural Adversaries,Havfruen i dammen
990,316,1728,English,Tales of Magic,Supernatural Adversaries,The nix of the mill-pond
991,316,1729,German,Tales of Magic,Supernatural Adversaries,Die Nixe im Teich
992,503,1733,Spanish,Tales of Magic,Supernatural Helpers,Los regalos de los gnomos
993,503,1734,Danish,Tales of Magic,Supernatural Helpers,Alfernes gave
994,503,1737,French,Tales of Magic,Supernatural Helpers,Les présents des gnomes
995,503,1738,German,Tales of Magic,Supernatural Helpers,Die Geschenke des kleinen Volkes
996,1049,1742,Spanish,Tales of the Stupid Ogre,Partnership between Man and Ogre,El gigante y el sastre
997,1049,1743,Danish,Tales of the Stupid Ogre,Partnership between Man and Ogre,Kæmpen og skrædderen
998,1049,1746,English,Tales of the Stupid Ogre,Partnership between Man and Ogre,The giant and the tailor
999,1049,1748,German,Tales of the Stupid Ogre,Partnership between Man and Ogre,Der Riese und der Schneider
1000,2039,1751,Italian,Formula Tales,Cumulative Tales,Il chiodo
1001,2039,1752,Spanish,Formula Tales,Cumulative Tales,El clavo
1002,2039,1753,Danish,Formula Tales,Cumulative Tales,Sømmet
1003,2039,1754,Polish,Formula Tales,Cumulative Tales,Gwóźdź
1004,2039,1756,English,Formula Tales,Cumulative Tales,The nail
1005,2039,1757,German,Formula Tales,Cumulative Tales,Der Nagel
1006,1876,1761,Spanish,Anecdotes and Jokes,Tall Tales,El pobre niño en la tumba
1007,1876,1762,Polish,Anecdotes and Jokes,Tall Tales,Biedny chłopiec w grobie
1008,1876,1764,English,Anecdotes and Jokes,Tall Tales,The poor boy in the grave
1009,1876,1766,German,Anecdotes and Jokes,Tall Tales,Der arme Junge im Grab
1010,510,1769,Spanish,Tales of Magic,Supernatural Helpers,La novia verdadera
1011,510,1770,Polish,Tales of Magic,Supernatural Helpers,Prawdziwa Narzeczona
1012,510,1772,English,Tales of Magic,Supernatural Helpers,The true bride
1013,510,1774,German,Tales of Magic,Supernatural Helpers,Die wahre Braut
1014,UNKNOWN,1778,Spanish,UNKNOWN,UNKNOWN,El erizo y el esposo de la liebre
1015,UNKNOWN,1779,Polish,UNKNOWN,UNKNOWN,Jeż i zając
1016,UNKNOWN,1781,English,UNKNOWN,UNKNOWN,The hare and the hedgehog
1017,UNKNOWN,1782,French,UNKNOWN,UNKNOWN,Le lièvre et le hérisson
1018,UNKNOWN,1783,German,UNKNOWN,UNKNOWN,Der Hase und der Igel
1019,585,1786,Spanish,Tales of Magic,Magic Objects,"El huso, la lanzadera y la aguja"
1020,585,1789,Polish,Tales of Magic,Magic Objects,"The spindle, the shuttle, and the needle"
1021,585,1790,German,Tales of Magic,Magic Objects,"Spindel, Weberschiffchen und Nadel"
1022,1030,1794,Spanish,Tales of the Stupid Ogre,Partnership between Man and Ogre,El labrador y el diablo
1023,1030,1795,Polish,Tales of the Stupid Ogre,Partnership between Man and Ogre,Chłop i Diabeł
1024,1030,1797,English,Tales of the Stupid Ogre,Partnership between Man and Ogre,The peasant and the devil
1025,1030,1799,German,Tales of the Stupid Ogre,Partnership between Man and Ogre,Der Bauer und der Teufel
1026,2075,1802,Italian,Formula Tales,Cumulative Tales,Le briciole sulla tavola
1027,2075,1803,Spanish,Formula Tales,Cumulative Tales,Las migajas en la mesa
1028,2075,1806,English,Formula Tales,Cumulative Tales,The crumbs on the table
1029,2075,1807,French,Formula Tales,Cumulative Tales,Les miettes sur la table
1030,2075,1808,German,Formula Tales,Cumulative Tales,Die Brosamen auf dem Tisch
1031,329,1812,Spanish,Tales of Magic,Supernatural Adversaries,El lebrato marino
1032,329,1815,English,Tales of Magic,Supernatural Adversaries,The sea-hare
1033,329,1816,German,Tales of Magic,Supernatural Adversaries,Das Meerhäschen
1034,UNKNOWN,1820,Spanish,UNKNOWN,UNKNOWN,El rey de los ladrones
1035,UNKNOWN,1821,Polish,UNKNOWN,UNKNOWN,Złodziejski Majster
1036,UNKNOWN,1823,English,UNKNOWN,UNKNOWN,The master-thief
1037,UNKNOWN,1824,French,UNKNOWN,UNKNOWN,Le maître-voleur
1038,UNKNOWN,1825,German,UNKNOWN,UNKNOWN,Der Meisterdieb
1039,400,1829,Spanish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,El tambor
1040,400,1830,Polish,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Dobosz
1041,400,1832,English,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,The drummer
1042,400,1834,German,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,Der Trommler
1043,779,1837,Italian,Religious Tales,God Rewards and Punishes,La spiga
1044,779,1838,Spanish,Religious Tales,God Rewards and Punishes,La espiga de trigo
1045,779,1841,Polish,Religious Tales,God Rewards and Punishes,The ear of corn
1046,779,1842,German,Religious Tales,God Rewards and Punishes,Die Kornähre
1047,UNKNOWN,1846,Spanish,UNKNOWN,UNKNOWN,La tumba
1048,UNKNOWN,1847,Polish,UNKNOWN,UNKNOWN,Grobowa Górka
1049,UNKNOWN,1849,English,UNKNOWN,UNKNOWN,The grave-mound
1050,UNKNOWN,1850,French,UNKNOWN,UNKNOWN,La tombe
1051,UNKNOWN,1851,German,UNKNOWN,UNKNOWN,Der Grabhügel
1052,311,1855,Spanish,Tales of Magic,Supernatural Adversaries,El viejo Rinkrank
1053,311,1858,English,Tales of Magic,Supernatural Adversaries,Old Rinkrank
1054,311,1860,German,Tales of Magic,Supernatural Adversaries,Oll Rinkrank
1055,302,1864,Spanish,Tales of Magic,Supernatural Adversaries,La bola de cristal
1056,302,1867,English,Tales of Magic,Supernatural Adversaries,The crystal ball
1057,302,1869,German,Tales of Magic,Supernatural Adversaries,Die Kristallkugel
1058,870,1873,Spanish,Realistic Tales,The Woman Marries the Prince,La doncella Maleen
1059,870,1876,English,Realistic Tales,The Woman Marries the Prince,Maid Maleen
1060,870,1877,French,Realistic Tales,The Woman Marries the Prince,"Demoiselle Méline, la princesse"
1061,870,1878,German,Realistic Tales,The Woman Marries the Prince,Jungfrau Maleen
1062,952,1882,Spanish,Realistic Tales,Robbers and Murderers,La bota de piel de búfalo
1063,952,1885,English,Realistic Tales,Robbers and Murderers,The boots of buffalo-leather
1064,952,1886,French,Realistic Tales,Robbers and Murderers,Les bottes en cuir de buffle
1065,952,1887,German,Realistic Tales,Robbers and Murderers,Der Stiefel von Büffelleder
1066,UNKNOWN,1890,Spanish,UNKNOWN,UNKNOWN,La llave de oro
1067,UNKNOWN,1893,English,UNKNOWN,UNKNOWN,The golden key
1068,UNKNOWN,1894,German,UNKNOWN,UNKNOWN,Der goldene Schlüssel
1069,480,1897,Italian,Tales of Magic,Supernatural Tasks,San Giuseppe nel bosco
1070,480,1898,Spanish,Tales of Magic,Supernatural Tasks,San José en el bosque
1071,480,1900,Polish,Tales of Magic,Supernatural Tasks,St. Joseph in the forest
1072,480,1902,German,Tales of Magic,Supernatural Tasks,Der heilige Joseph im Walde
1073,766,1904,Italian,Religious Tales,God Rewards and Punishes,I dodici apostoli
1074,766,1905,Spanish,Religious Tales,God Rewards and Punishes,Los doce apóstoles
1075,766,1906,Polish,Religious Tales,God Rewards and Punishes,Dwunastu Apostołów
1076,766,1908,Polish,Religious Tales,God Rewards and Punishes,The twelve apostles
1077,766,1910,German,Religious Tales,God Rewards and Punishes,Die zwölf Apostel
1078,UNKNOWN,1912,Italian,UNKNOWN,UNKNOWN,La rosa
1079,UNKNOWN,1913,Spanish,UNKNOWN,UNKNOWN,La rosa
1080,UNKNOWN,1915,Polish,UNKNOWN,UNKNOWN,The rose
1081,UNKNOWN,1917,German,UNKNOWN,UNKNOWN,Die Rose
1082,UNKNOWN,1919,Italian,UNKNOWN,UNKNOWN,Umiltà e povertà portano in cielo
1083,UNKNOWN,1920,Spanish,UNKNOWN,UNKNOWN,La pobreza y la humildad llevan al cielo
1084,UNKNOWN,1922,English,UNKNOWN,UNKNOWN,Poverty and humility lead to heaven
1085,UNKNOWN,1924,German,UNKNOWN,UNKNOWN,Armut und Demut führen zum Himmel
1086,UNKNOWN,1926,Italian,UNKNOWN,UNKNOWN,Il cibo di Dio
1087,UNKNOWN,1927,Spanish,UNKNOWN,UNKNOWN,El divino manjar
1088,UNKNOWN,1928,Polish,UNKNOWN,UNKNOWN,Boża Strawa
1089,UNKNOWN,1930,French,UNKNOWN,UNKNOWN,Dieu nourrit les malheureux
1090,UNKNOWN,1931,German,UNKNOWN,UNKNOWN,Gottes Speise
1091,UNKNOWN,1933,Italian,UNKNOWN,UNKNOWN,I tre ramoscelli verdi
1092,UNKNOWN,1934,Spanish,UNKNOWN,UNKNOWN,Las tres ramas verdes
1093,UNKNOWN,1936,English,UNKNOWN,UNKNOWN,The three green twigs
1094,UNKNOWN,1937,French,UNKNOWN,UNKNOWN,Les trois rameaux verts
1095,UNKNOWN,1938,German,UNKNOWN,UNKNOWN,Die drei grünen Zweige
1096,UNKNOWN,1940,Italian,UNKNOWN,UNKNOWN,Il bicchierino della Madonna
1097,UNKNOWN,1941,Spanish,UNKNOWN,UNKNOWN,La copita de la Virgen
1098,UNKNOWN,1944,German,UNKNOWN,UNKNOWN,Muttergottesgläschen
1099,UNKNOWN,1946,Italian,UNKNOWN,UNKNOWN,La vecchierella
1100,UNKNOWN,1947,Spanish,UNKNOWN,UNKNOWN,La viejecita
1101,UNKNOWN,1948,Polish,UNKNOWN,UNKNOWN,Stara Mateczka
1102,UNKNOWN,1950,Polish,UNKNOWN,UNKNOWN,The aged mother
1103,UNKNOWN,1951,French,UNKNOWN,UNKNOWN,La pauvre vieille mère
1104,UNKNOWN,1952,German,UNKNOWN,UNKNOWN,Das alte Mütterchen
1105,767,1954,Italian,Religious Tales,God Rewards and Punishes,Le nozze celesti
1106,767,1955,Spanish,Religious Tales,God Rewards and Punishes,Las bodas celestiales
1107,767,1957,Polish,Religious Tales,God Rewards and Punishes,The heavenly wedding
1108,767,1958,French,Religious Tales,God Rewards and Punishes,Le banquet céleste
1109,767,1959,German,Religious Tales,God Rewards and Punishes,Die himmlische Hochzeit
1110,UNKNOWN,1961,Italian,UNKNOWN,UNKNOWN,La verga di nocciolo
1111,UNKNOWN,1962,Spanish,UNKNOWN,UNKNOWN,La vara de avellano
1112,UNKNOWN,1963,Danish,UNKNOWN,UNKNOWN,Hasselgrenen
1113,UNKNOWN,1965,Polish,UNKNOWN,UNKNOWN,The hazel-branch
1114,UNKNOWN,1967,German,UNKNOWN,UNKNOWN,Die Haselrute
1115,545,1970,German,Tales of Magic,Supernatural Helpers,Der gestiefelte Kater
1116,UNKNOWN,1973,German,UNKNOWN,UNKNOWN,Die Hand mit dem Messer
1117,UNKNOWN,1975,German,UNKNOWN,UNKNOWN,Wie Kinder Schlachtens miteinander gespielt haben
1118,UNKNOWN,1976,German,UNKNOWN,UNKNOWN,Der Tod und der Gänsehirt
1119,UNKNOWN,1977,German,UNKNOWN,UNKNOWN,Von der Nachtigall und der Blindschleiche
1120,UNKNOWN,1979,German,UNKNOWN,UNKNOWN,"Von der Serviette, dem Tornister, dem Kanonenhütlein und dem Horn"
1121,UNKNOWN,1980,German,UNKNOWN,UNKNOWN,Die wunderliche Gasterei
1122,UNKNOWN,1981,German,UNKNOWN,UNKNOWN,Hans Dumm
1123,312,1983,German,Tales of Magic,Supernatural Adversaries,Blaubart
1124,UNKNOWN,1985,German,UNKNOWN,UNKNOWN,Hurleburlebutz
1125,UNKNOWN,1986,German,UNKNOWN,UNKNOWN,Der Okerlo
1126,UNKNOWN,1988,German,UNKNOWN,UNKNOWN,Prinzessin Mäusehaut
1127,312,1989,French,Tales of Magic,Supernatural Adversaries,La Barbe bleue
1128,410,1990,French,Tales of Magic,Supernatural or Enchanted Wife (Husband) or Other Relative,La Belle au Bois dormant
1129,333,1991,French,Tales of Magic,Supernatural Adversaries,Le petit chaperon rouge
1130,545,1992,French,Tales of Magic,Supernatural Helpers,Le Maître Chat ou Le Chat botté
1131,480,1993,French,Tales of Magic,Supernatural Tasks,Les Fées
1132,510,1994,French,Tales of Magic,Supernatural Helpers,Cendrillon ou La Petite Pantoufle de Verre
1133,711,1995,French,Tales of Magic,Other Tales of the Supernatural,Riquet à la Houppe
1134,327,1996,French,Tales of Magic,Supernatural Adversaries,Le petit Poucet
1135,562,1997,Italian,Tales of Magic,Magic Objects,L'acciarino
1136,562,1998,Spanish,Tales of Magic,Magic Objects,El yesquero
1137,562,1999,Danish,Tales of Magic,Magic Objects,Fyrtøjet
1138,562,2000,Dutch,Tales of Magic,Magic Objects,De tondeldoos
1139,562,2001,English,Tales of Magic,Magic Objects,The tinder-box
1140,562,2002,French,Tales of Magic,Magic Objects,Le briquet
1141,562,2003,German,Tales of Magic,Magic Objects,Das Feuerzeug
1142,1535,2004,Italian,Anecdotes and Jokes,Stories about a Man,Il piccolo Claus e il grande Claus
1143,1535,2005,Spanish,Anecdotes and Jokes,Stories about a Man,Colás el Chico y Colás el Grande
1144,1535,2006,Danish,Anecdotes and Jokes,Stories about a Man,Lille Claus og store Claus
1145,1535,2007,Dutch,Anecdotes and Jokes,Stories about a Man,Kleine Claus en grote Claus
1146,1535,2008,English,Anecdotes and Jokes,Stories about a Man,Little Claus and big Claus
1147,1535,2009,French,Anecdotes and Jokes,Stories about a Man,Grand Claus et petit Claus
1148,1535,2010,German,Anecdotes and Jokes,Stories about a Man,Der kleine Klaus und der grosse Klaus
1149,704,2011,Italian,Tales of Magic,Other Tales of the Supernatural,La principessa sul pisello
1150,704,2012,Spanish,Tales of Magic,Other Tales of the Supernatural,La princesa del guisante
1151,704,2013,Danish,Tales of Magic,Other Tales of the Supernatural,Prinsessen på ærten
1152,704,2014,Dutch,Tales of Magic,Other Tales of the Supernatural,De prinses op de erwt
1153,704,2015,English,Tales of Magic,Other Tales of the Supernatural,The princess and the pea
1154,704,2016,French,Tales of Magic,Other Tales of the Supernatural,La princesse au petit pois
1155,704,2017,German,Tales of Magic,Other Tales of the Supernatural,Die Prinzessin auf der Erbse
1156,UNKNOWN,2018,Italian,UNKNOWN,UNKNOWN,I fiori della piccola Ida
1157,UNKNOWN,2019,Spanish,UNKNOWN,UNKNOWN,Las flores de la pequeña Ida
1158,UNKNOWN,2020,Danish,UNKNOWN,UNKNOWN,Den lille Idas blomster
1159,UNKNOWN,2021,Dutch,UNKNOWN,UNKNOWN,De bloemen van kleine Ida
1160,UNKNOWN,2022,English,UNKNOWN,UNKNOWN,Little Ida's flowers
1161,UNKNOWN,2023,French,UNKNOWN,UNKNOWN,Les fleurs de la petite Ida
1162,UNKNOWN,2024,German,UNKNOWN,UNKNOWN,Die Blumen der kleinen Ida
1163,UNKNOWN,2025,Italian,UNKNOWN,UNKNOWN,Mignolina
1164,UNKNOWN,2026,Spanish,UNKNOWN,UNKNOWN,Pulgarcita
1165,UNKNOWN,2027,Danish,UNKNOWN,UNKNOWN,Tommelise
1166,UNKNOWN,2028,Dutch,UNKNOWN,UNKNOWN,Duimelijntje
1167,UNKNOWN,2029,English,UNKNOWN,UNKNOWN,Thumbelina
1168,UNKNOWN,2030,French,UNKNOWN,UNKNOWN,La Petite Poucette
1169,UNKNOWN,2031,German,UNKNOWN,UNKNOWN,Däumelinchen
